scenario_id,family,runs,pass,fail,collision,brake,mixed_outcome,first_brake_s_mean,first_brake_s_std,first_brake_s_min,first_brake_s_max,first_brake_s_range,brake_gap_m_mean,brake_gap_m_std,brake_gap_m_min,brake_gap_m_max,brake_gap_m_range,minimum_bumper_gap_m_mean,minimum_bumper_gap_m_std,minimum_bumper_gap_m_min,minimum_bumper_gap_m_max,minimum_bumper_gap_m_range,maximum_deceleration_mps2_mean,maximum_deceleration_mps2_std,maximum_deceleration_mps2_min,maximum_deceleration_mps2_max,maximum_deceleration_mps2_range,maximum_abs_jerk_mps3_mean,maximum_abs_jerk_mps3_std,maximum_abs_jerk_mps3_min,maximum_abs_jerk_mps3_max,maximum_abs_jerk_mps3_range,target_confirmed_rate_pct_mean,target_confirmed_rate_pct_std,target_confirmed_rate_pct_min,target_confirmed_rate_pct_max,target_confirmed_rate_pct_range,radar_target_hazard_match_rate_pct_mean,radar_target_hazard_match_rate_pct_std,radar_target_hazard_match_rate_pct_min,radar_target_hazard_match_rate_pct_max,radar_target_hazard_match_rate_pct_range
ccrs_60_demo_150,CCRs,5,5,0,0,5,False,7.5,0.0,7.5,7.5,0.0,25.3246,0.0012000000000000454,25.324,25.327,0.0030000000000001137,7.147,0.001788854381999734,7.144,7.149,0.004999999999999893,11.8666,0.08032583644133452,11.741,11.952,0.2110000000000003,236.0768,1.353777884292696,234.222,237.482,3.259999999999991,30.05,0.0,30.05,30.05,0.0,100.0,0.0,100.0,100.0,0.0
ccrs_60_gap_200,CCRs,5,5,0,0,5,False,10.5,0.0,10.5,10.5,0.0,25.325599999999998,0.0012000000000000454,25.325,25.328,0.0030000000000001137,7.146199999999999,0.0014696938456700592,7.145,7.149,0.004000000000000448,11.8444,0.08646062687720936,11.788,12.015,0.2270000000000003,235.1072,2.5338936362838935,233.546,240.138,6.592000000000013,22.92,0.0,22.92,22.92,0.0,100.0,0.0,100.0,100.0,0.0
ccrs_65,CCRs,5,5,0,0,5,False,1.75,0.0,1.75,1.75,0.0,28.207,0.0,28.207,28.207,0.0,5.4232000000000005,0.04260234735316818,5.394,5.508,0.11399999999999988,10.7218,0.9431893553258537,10.169,12.594,2.424999999999999,158.6004,45.694971739131205,133.642,249.742,116.1,75.9,0.0,75.9,75.9,0.0,100.0,0.0,100.0,100.0,0.0
ccrs_80,CCRs,5,5,0,0,5,False,1.6,0.0,1.6,1.6,0.0,39.254,0.0,39.254,39.254,0.0,6.6168000000000005,0.018059900331950946,6.603,6.652,0.04900000000000038,10.6826,0.2438857109385455,10.518,11.155,0.6369999999999987,141.41,0.0,141.41,141.41,0.0,75.0,0.0,75.0,75.0,0.0,100.0,0.0,100.0,100.0,0.0
clear_road_50,clear,5,5,0,0,0,False,,,,,,,,,,,,,,,,0.0048000000000000004,0.0024,0.0,0.006,0.006,111.094,0.0,111.094,111.094,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
clear_road_65,clear,5,5,0,0,0,False,,,,,,,,,,,,,,,,1.1872,0.0024000000000000024,1.186,1.192,0.006000000000000005,132.85,0.0,132.85,132.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
clear_road_80,clear,5,5,0,0,0,False,,,,,,,,,,,,,,,,2.1134,0.057520778854254086,2.075,2.228,0.15300000000000002,139.5,0.0,139.5,139.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
curve_adjacent_stationary_65,curve,5,5,0,0,0,False,,,,,,,,,,,,,,,,1.2936,0.008309031231136374,1.278,1.3,0.02200000000000002,130.1572,1.3055999999999983,127.546,130.81,3.263999999999996,0.0,0.0,0.0,0.0,0.0,,,,,
curve_ccrs_65,curve,5,5,0,0,5,False,1.25,0.0,1.25,1.25,0.0,26.054,0.0008944271909994202,26.053,26.055,0.0019999999999988916,2.9734000000000003,0.0044090815370098355,2.965,2.978,0.013000000000000345,10.2194,0.2686898583869514,9.88,10.558,0.677999999999999,131.1764,0.7327999999999975,130.81,132.642,1.8319999999999936,67.65599999999999,0.17200000000000273,67.57,68.0,0.4300000000000068,100.0,0.0,100.0,100.0,0.0
curve_clear_65,curve,5,5,0,0,0,False,,,,,,,,,,,,,,,,1.224,0.0836564402780802,1.142,1.329,0.18700000000000006,128.49439999999998,1.1218059725282201,126.64,129.664,3.0239999999999867,0.0,0.0,0.0,0.0,0.0,,,,,
curve_clear_80,curve,5,5,0,0,0,False,,,,,,,,,,,,,,,,2.1082,0.11846248351271396,2.042,2.345,0.3030000000000004,130.6416,3.0965039383149477,125.138,132.934,7.795999999999992,0.0,0.0,0.0,0.0,0.0,,,,,
cut_in_65_45,cut,5,5,0,0,5,False,3.85,0.0,3.85,3.85,0.0,15.981,0.017005881335585237,15.972,16.015,0.04300000000000104,13.5518,0.01610465771135771,13.543,13.584,0.04100000000000037,10.513,0.0,10.513,10.513,0.0,133.596,0.09100329664358572,133.414,133.642,0.22800000000000864,37.5,0.0,37.5,37.5,0.0,100.0,0.0,100.0,100.0,0.0
cut_in_80_50,cut,5,5,0,0,5,False,2.75,0.0,2.75,2.75,0.0,24.529799999999998,0.0011661903789690232,24.528,24.531,0.0030000000000001137,18.618399999999998,0.007552483035399693,18.612,18.633,0.021000000000000796,8.7646,0.001356465996624983,8.762,8.766,0.0039999999999995595,141.4092,0.0016000000000076398,141.408,141.412,0.004000000000019099,27.78,0.0,27.78,27.78,0.0,100.0,0.0,100.0,100.0,0.0
cut_out_65_35,cut,5,5,0,0,0,False,,,,,,,,,,,,,,,,1.3202,0.008634813257969168,1.303,1.325,0.02200000000000002,140.0888,12.893600000000003,133.642,165.876,32.23400000000001,17.14,0.0,17.14,17.14,0.0,100.0,0.0,100.0,100.0,0.0
cut_out_80_50,cut,5,5,0,0,0,False,,,,,,,,,,,,,,,,2.5336,0.3914688237906054,2.204,3.015,0.8109999999999999,141.40959999999998,0.001496662954716723,141.408,141.412,0.004000000000019099,22.14,0.0,22.14,22.14,0.0,100.0,0.0,100.0,100.0,0.0
cut_out_late_65_35,cut,5,0,5,0,0,False,,,,,,,,,,,-20.798,0.013251415018782388,-20.809,-20.772,0.037000000000002586,1.326,0.0025298221281346883,1.324,1.331,0.006999999999999895,133.642,0.0,133.642,133.642,0.0,26.43,0.0,26.43,26.43,0.0,100.0,0.0,100.0,100.0,0.0
multi_adjacent_decoy_65,multi,5,5,0,0,5,False,2.55,0.0,2.55,2.55,0.0,22.956799999999998,0.0018330302779828705,22.955,22.959,0.004000000000001336,15.579,0.01408545348932742,15.551,15.589,0.038000000000000256,10.213,0.0020000000000003127,10.212,10.217,0.005000000000000782,133.6412,0.001599999999996271,133.638,133.642,0.003999999999990678,41.38,0.0,41.38,41.38,0.0,100.0,0.0,100.0,100.0,0.0
multi_two_leads_80,multi,5,5,0,0,5,False,1.05,0.0,1.05,1.05,0.0,30.0612,0.0004000000000004889,30.061,30.062,0.0010000000000012221,14.1092,0.6339032733785183,13.79,15.377,1.5870000000000015,10.521,0.0,10.521,10.521,0.0,141.4104,0.0019595917942358994,141.408,141.412,0.004000000000019099,37.056,3.528,30.0,38.82,8.82,100.0,0.0,100.0,100.0,0.0
non_closing_60_80,non,5,5,0,0,0,False,,,,,,,,,,,29.996,0.0,29.996,29.996,0.0,0.9523999999999999,0.008708616422830905,0.939,0.96,0.02100000000000002,132.54919999999998,9.474399999999997,127.812,151.498,23.685999999999993,32.5,0.0,32.5,32.5,0.0,100.0,0.0,100.0,100.0,0.0
